index,url
1,https://dixy.ru/product/makaronnye-izdeliya-shebekinskie-rojok-polubublik-450g-2000005385/
2,https://dixy.ru/product/krupa-natsional-grechnevaya-yadritsa-900-g-1030037286/
3,https://dixy.ru/product/makaronnye-izdeliya-shebekinskie-vitoy-rojok-450g-2000005384/
4,https://dixy.ru/product/chechevitsa-krasnaya-agro-alyans-ekstra-450g-2000411026/
5,https://dixy.ru/product/maslo-podsolnechnoe-sloboda-s-dobavleniem-olivkovogo-1l-2000285623/
6,https://dixy.ru/product/muka-tselnozernovaya-frantsuzskaya-shtuchka-1kg-2000534249/
7,https://dixy.ru/product/makaronnye-izdeliya-shebekinskie-bukatini-007-350g-tst0041086/
8,https://dixy.ru/product/ris-natsional-krasnodarskiy-belyy-kruglozernyy-900g-di00079260/
9,https://dixy.ru/product/chechevitsa-agro-alyans-ekstra-zelenaya-450g-2000163008/
10,https://dixy.ru/product/lapsha-big-lanch-govyadina-v-ostrom-souseragu-s-govyadinoy-i-chili-pertsem-90g-2000248834/
11,https://dixy.ru/product/maslo-podsolnechnoe-almador-s-dobavleniem-olivkovogo-075-l-2000561791/
12,https://dixy.ru/product/djem-makheev-malina-300g-2000555071/
13,https://dixy.ru/product/lapsha-big-lanch-tushenaya-kuritsasote-s-pryanymi-travami-90g-tst0027182/
14,https://dixy.ru/product/plov-uvelka-domashnie-garniry-ovoshchnoy-v-paketikakh-2kh150-g-2000002169/
15,https://dixy.ru/product/djem-makheev-chernichnyy-300g-2000207749/
16,https://dixy.ru/product/vermishel-sen-soy-funchoza-iz-zelenykh-bobov-200g-2000158137/
17,https://dixy.ru/product/lapsha-risovaya-sen-soy-premium-fo-kho-200g-2000300523/
18,https://dixy.ru/product/lapsha-sanbonsai-pshenichnaya-udon-300-g-2000349166/
19,https://dixy.ru/product/lapsha-vostochnyy-gost-lagmannaya-250g-2000592093/
20,https://dixy.ru/product/lapsha-grechnevaya-sen-soy-premium-soba-300g-t000023442/
21,https://dixy.ru/product/lapsha-vostochnyy-gost-besbarmachnaya-250g-2000592094/
22,https://dixy.ru/product/psheno-zernyshko-k-zernyshku-shlifovannoe-5kh80g-400g-2000180343/
23,https://dixy.ru/product/ris-uvelka-dlinnozernyy-shlifovannyy-5pakkh80g-2000261091/
24,https://dixy.ru/product/ris-zernyshko-k-zernyshku-proparennyy-5kh80g-400g-2000310624/
25,https://dixy.ru/product/krupa-grechnevaya-mistral-zelenaya-450-g-2000340530/
26,https://dixy.ru/product/khlopya-nordic-ovsyanye-500g-2000002160/
27,https://dixy.ru/product/kasha-matti-7-zlakov-400-g-2000292527/
28,https://dixy.ru/product/varene-desertnoe-ekoprodukt-chernaya-smorodina-325g-2000551171/
29,https://dixy.ru/product/napitok-bezalkogolnyy-coca-cola-classic-2l-2000002867/
30,https://dixy.ru/product/voda-aqua-bene-pitevaya-negazirovannaya-5l-2000184655/
31,https://dixy.ru/product/napitok-pervym-delom-dyushes-silnogazirovannyy-15l-2000211077/
32,https://dixy.ru/product/napitok-bezalkogolnyy-pervym-delom-tarkhun-15l-2000595792/
33,https://dixy.ru/product/napitok-bezalkogolnyy-pervym-delom-cola-15l-2000595791/
34,https://dixy.ru/product/sok-j7-apelsin-s-myakotyu-085l-2000318246/
35,https://dixy.ru/product/napitok-negazirovannyy-summertime-tropicheskiy-miks-15l-2000601131/
36,https://dixy.ru/product/napitok-negazirovannyy-summertime-yagodnyy-miks-15l-2000601132/
37,https://dixy.ru/product/pivnoy-napitok-dr-diesel-premium-lager-bezalkogolnyy-043l-2000594519/
38,https://dixy.ru/product/voda-pitevaya-aqua-bene-s-aromatom-limona-05l-2000597171/
39,https://dixy.ru/product/bioyogurt-pitevoy-aktibio-naturalnyy-18-260g-2000326710/
40,https://dixy.ru/product/bioyogurt-pitevoy-aktibio-chernika-zlaki-lnyanye-semena-16-260g-2000326717/
41,https://dixy.ru/product/bioyogurt-pitevoy-aktibio-klubnika-i-zemlyanika-15-260g-2000326715/
42,https://dixy.ru/product/bioyogurt-pitevoy-aktibio-zlaki-16-260g-2000326712/
43,https://dixy.ru/product/yogurt-epica-pitevoy-klubnika-s-marakuyey-25-260-g-2000299345/
44,https://dixy.ru/product/bioyogurt-pitevoy-aktibio-dynya-klubnika-zemlyanika-15-260g-2000326716/
45,https://dixy.ru/product/pelmeni-tsezar-gordost-sibiri-800g-2000318344/
46,https://dixy.ru/product/pelmeni-tsezar-klassika-800g-2000294567/
47,https://dixy.ru/product/pitstsa-tsezar-s-vetchinoy-i-gribami-420g-2000336770/
48,https://dixy.ru/product/pelmeni-myasnoy-dvorik-severnye-khalyal-800g-2000557011/
49,https://dixy.ru/product/oladushki-s-pylu-s-jaru-domashnie-280g-2000178368/
50,https://dixy.ru/product/khinkali-shelf-sochnye-2000071441/
51,https://dixy.ru/product/pelmeni-kotletar-tatarskie-400g-2000332335/
52,https://dixy.ru/product/krevetka-vkusart-korolevskaya-ochishchennaya-500g-2000564971/
53,https://dixy.ru/product/krevetka-severnaya-borealis-vareno-morojenaya-120150-750g-2000559411/
54,https://dixy.ru/product/kalmar-moreslav-tushka-zamorojennyy-500g-2000602540/
55,https://dixy.ru/product/forel-vkusart-steyk-zamorojennaya-500g-2000571431/
56,https://dixy.ru/product/treska-borealis-file-spinka-bez-koji-400g-2000326192/
57,https://dixy.ru/product/fasol-struchkovaya-zelenaya-krugloe-leto-bystrozamorojennaya-400g-2000184224/
58,https://dixy.ru/product/kartofel-fri-i-zimoy-i-letom-700g-2000553851/
59,https://dixy.ru/product/konfety-rot-front-batonchiki-2000116547/
60,https://dixy.ru/product/pastila-dolcemania-s-marmeladoms-aromatom-vanili-220g-2000276200/
61,https://dixy.ru/product/marmelad-azovskaya-kf-frantsuzskiy-sad-jeleynyy-300g-2000285688/
62,https://dixy.ru/product/zefir-belevskiy-antonovka-250g-2000325955/
63,https://dixy.ru/product/marmelad-azovskaya-kf-assorti-300g-2000322089/
64,https://dixy.ru/product/konfety-lyubimye-traditsii-ptichya-pesnya-sufle-2000255061/
65,https://dixy.ru/product/konfety-yashkino-chio-rio-2000251341/
66,https://dixy.ru/product/iris-yashkino-s-shokoladnym-vkusom-140g-2000295164/
67,https://dixy.ru/product/zefir-belevskiy-zefirnoe-detstvodetskiy-250g-2000293505/
68,https://dixy.ru/product/konfety-rayskie-oblaka-so-slivochnym-sufle-200g-2000320131/
69,https://dixy.ru/product/kozinak-azovskaya-kf-assorti-280g-2000158961/
70,https://dixy.ru/product/pechene-sdobnoe-kukhmaster-solnechnoe-utro-apelsin-240g-2000578691/
71,https://dixy.ru/product/marmelad-lucky-days-limon-i-apelsin-300g-2000545103/
72,https://dixy.ru/product/konfety-rotfront-grilyaj-v-shokolade-s-fundukom-200g-2000269205/
73,https://dixy.ru/product/pirojnye-fili-beyker-muravinyy-domik-pirojnye-400g-2000322850/
74,https://dixy.ru/product/marmelad-bon-pari-zabavnyy-medvejonok-i-ko-jevatelnyy-120g-2000309314/
75,https://dixy.ru/product/konfety-krasnyy-oktyabr-krasnaya-shapochka-250g-2000004684/
76,https://dixy.ru/product/sladost-nevskie-berega-vostochnaya-slivochno-orekhovaya-350g-2000190687/
